date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:33	104587/104587	---M--	200	added ('OK')	image/jpeg	etag:%221988b-57af29b7eb540%22	https://www.konnectplugins.com/proclinic/Horizontal/images/slide3.jpg	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/images/slide3.jpg	(from https://www.konnectplugins.com/proclinic/Horizontal/carousel.html)
21:45:33	36668/36668	---M--	200	added ('OK')	application/javascript	etag:%228f3c-57af29cafe240%22	https://www.konnectplugins.com/proclinic/Horizontal/charts/js/jquery.flot.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts/js/jquery.flot.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/charts-2.html)
21:45:35	4658/4658	---M--	200	added ('OK')	application/javascript	etag:%221232-57af29cafe240%22	https://www.konnectplugins.com/proclinic/Horizontal/charts/js/jquery.flot.time.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/charts/js/jquery.flot.time.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/charts-2.html)
21:45:36	5476/5476	---M--	200	added ('OK')	application/javascript	etag:%221564-57af29bda42c0%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom-flot.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom-flot.js	(from https://www.konnectplugins.com/proclinic/Horizontal/charts-2.html)
21:45:36	1153/1153	---M--	200	added ('OK')	application/javascript	etag:%22481-57af29be98500%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom-gmap.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom-gmap.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-1.html)
21:45:37	57116/57116	---M--	200	added ('OK')	application/javascript	etag:%22df1c-57af29c268e00%22	https://www.konnectplugins.com/proclinic/Horizontal/js/jquery-jvectormap.min.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/jquery-jvectormap.min.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-2.html)
21:45:40	104262/104262	---M--	200	added ('OK')	application/javascript	etag:%2219746-57af29c174bc0%22	https://www.konnectplugins.com/proclinic/Horizontal/js/jquery-jvectormap-world-mill.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/jquery-jvectormap-world-mill.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-2.html)
21:45:43	47712/47712	---M--	200	added ('OK')	application/javascript	etag:%22ba60-57af29c35d040%22	https://www.konnectplugins.com/proclinic/Horizontal/js/jquery.vmap.usa.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/jquery.vmap.usa.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-2.html)
21:45:45	133020/133020	---M--	200	added ('OK')	application/javascript	etag:%222079c-57af29c35d040%22	https://www.konnectplugins.com/proclinic/Horizontal/js/jquery.vmap.india.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/jquery.vmap.india.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-2.html)
21:45:45	2824/2824	---M--	200	added ('OK')	application/javascript	etag:%22b08-57af29bf8c740%22	https://www.konnectplugins.com/proclinic/Horizontal/js/custom-vector.js	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/js/custom-vector.js	(from https://www.konnectplugins.com/proclinic/Horizontal/map-2.html)
21:45:46	30999/30999	---M--	200	added ('OK')	text/css	etag:%227917-57af298df5240%22	https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css	(from https://www.konnectplugins.com/proclinic/Horizontal/font-awesome.html)
21:45:48	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57af299d37640%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont3e6e.eot	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
21:45:51	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-57af299d37640%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfontd41d.eot	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
21:45:52	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-57af29a013d00%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont3e6e.html	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
21:45:54	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-57af29a013d00%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont3e6e.woff	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
21:45:55	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-57af299f1fac0%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont3e6e.ttf	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
21:45:59	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-57af299e2b880%22	https://www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/hospitalmanagement/www.konnectplugins.com/proclinic/Horizontal/fonts/fontawesome-webfont3e6e.svg	(from https://www.konnectplugins.com/proclinic/Horizontal/css/font-awesome.min.css)
